Max Count,Time(s),Dud_Count
20,0.04673320800065994,0
20,0.04302987491246313,0
20,0.04092729091644287,0
20,0.03971537505276501,0
20,0.043834916898049414,0
500,0.6622156250523403,0
500,0.5595727500040084,35
500,0.6766341660404578,5
500,0.6479108330095187,7
500,0.6530679159332067,0
10000,10.095017665997148,1962
10000,8.976458000019193,1608
10000,10.010327083058655,459
10000,11.16395116597414,483
10000,12.092408874887042,284
