Max Count,Time(s),Dud_Count
20,0.04671079199761152,0
20,0.05230554204899818,0
20,0.05594762496184558,0
20,0.055833375081419945,0
20,0.03863570897374302,0
500,0.4675912499660626,245
500,0.7910870419582352,0
500,0.6409773750929162,0
500,0.707101833075285,0
500,0.7345340830506757,0
10000,13.455012042075396,533
10000,9.96143766597379,1247
10000,15.326820958056487,3
10000,12.585939083015546,1071
10000,8.612436374998651,1361
